,내용,등록일
1215,"2014년도 보건복지부 예산안이 1월 1일(수) 국회 본회의 의결을 통해 최종 확정되었음국회 심의 과정에서 43개 사업 5 562억원 증액되고 10개 사업 △67억원이 감액되어 5 495억원이 순증됨증감 내역 및 주요 사업증감 내역 : 순증 5 495억원(증액 5 562억원(43건)감액 △67억원(10건))예산 : 증액 4 636억원(28건)감액 △62억원(8건)기금 : 증액 926억원(15건)감액 △5억원(2건)* 건강증진기금 : 증액 818억원(7건)감액 △5억원(2건)응급의료기금 : 증액 108억원(8건)주요 증액사업영유아보육료·가정양육수당 +3 473억원 → 국고보조율 5%p 추가 인상(정부안 ’ 13년대비 10%p 인상 → 최종안 ’ 13년대비 15%p 인상)어린이집 지원 +304억원 → 0-2세 교사근무환경개선비 인상(월 12→15만원)어린이집 확충 +110억원 → 국공립 신축 100→150개소(50개소 추가 확충)저소득층 기저귀·조제분유 지원 +50억원 → 시범사업 반영 (신규)노인단체 지원 +299억원 → 경로당 냉․난방비(293억) 등노인돌봄서비스 +25억원 → 독거노인 사회관계 활성화 지원 (신규)노인일자리 +55억원 → 재능활용형 일자리 45억 (1.5→3만명)보호자 없는 병원 +92.8억원 → 공공병원으로 확대 (시범사업 30→68개병동)지역거점병원 공공성 강화 +20억원 → 지방의료원 10억적십자병원 10억국가예방접종 + 586억원 → 소아폐렴구균 예방접종 등자살예방 및 지역정신보건사업 +48억원 → 심리적 부검 10억(신규)홍보 8억 등공공보건의료센터 운영 +8억 : 공공보건의료임상교육훈련 지원국립중앙의료원 현대화 사업 지원 +165억원 → 이전 관련 초기비용 반영독거노인응급안전돌보미 +7억 → 댁내장비운용 대상확대(10→14천가구)주요 감액사업글로벌헬스케어 활성화 △30억원 → 전용교육장 매입비 150→120억원저출원문보기목록으로페이지 만족도 조사만족도 평가이 페이지에서 제공하는 정보에 얼마나 만족하십니까?매우만족만족보통불만족매우불만족등록정부24 개선의견일반적이고 원론적인 의견, 단순건의 사항이 아닌 정부24에서 제공하는개별서비스에 관한 창의적이고 구체적인 제도개선에 대해 의견을 주시는 국민 소통 창구입니다.의견을 주시면 소관 부처와 연계 개선해 나가겠습니다.국민 신문고법령, 제도, 절차 등 행정업무에 관한 질의 또는 설명이나 해석의 요구는 국민신문고를 이용해 ",2014-01-02
1211,질병관리본부(본부장 양병국)는 제52주(‘ 13.12.22∼12.28)에 인플루엔자 의사환자 분율이 외래환자 1 000명당 15.3명으로 이번 절기 인플루엔자 유행기준인 12.1명*을 초과하고 B형을 위주로 인플루엔자바이러스가 지속적으로 검출되고 있어 인플루엔자 분과위원회(위원장 고려의대 김우주 교수)의 검토를 거쳐 전국에 인플루엔자 유행주의보를 발령하고 감염주의를 알렸다.* 47주: 11.248주: 10.349주: 10.9 50주: 11.3 51주: 11.7 52주: 15.3현재까지 인플루엔자 바이러스는 총 100건(A/H1N1pdm09형 10건A/H3N2형 7건B형 83건) 분리되었으며 이 중 B형이 가장 많이 분리되었다(83.0%). 제52주(‘ 13.12.22∼12.28)에 인플루엔자 의사환자 연령별 발생은 19∼49세 군에서 28.4명으로 가장 높았고65세이상 군에서 4.8명으로 가장 낮았다. < 붙임 > 1. ‘ 13∼’ 14 인플루엔자 표본감시 결과※ 최근 미국에서는 주로 2009년에 대유행했던 A/H1N1pdm09형 인플루엔자 바이러스가 유행하는 것과 달리 우리나라는 B형이 증가하고 있음 < 붙임 > 3. 국외현황최근 3년간의 발생 경향을 볼 때 인플루엔자 유행기간은 통상 6∼8주 지속되며 유행정점에서는 유행기준의 약 5배까지 환자가 발생할 가능성이 있다.인플루엔자 유행주의보가 발표된 이후나 검사상 인플루엔자 바이러스 감염이 확인된 경우고위험군 환자*에게는 항바이러스제에 대해 요양 급여가 인정되므로 인플루엔자 의심증상이 있는 경우 가까운 의료기관에서 진료를 받도록 권고하였다.* 고위험군 : 1세 이상 9세 이하 소아임신부65세 이상면역저하자대사장애심장병폐질환신장 기능 장애 등또한인플루엔자 우선접종 권장대상자*는 감염시 폐렴 등 합병증 발생 위험이 높아지므로 아직까지 예방접종을 받지 않은 경우 접종을 적극 권장하였고 의료기관 방문 전 예방접종 시행 여부를 확인(예방접종비 본인 부담)하기를 당부하였다.* 65세 이상 노인만성질환자생후 6∼59개월 소아임신부50∼64세 연령 등* 인플루엔자 예방접종 후 항체가 형성되는데 약 2주정도의 기간이 걸리며개인별로 차이가 있지만 통상 6개월가량(3∼12개월) 면역효과가 지속됨 < 붙임 > 2. 인플루엔자 예방접종 안내인플루엔자는 환자의 기침이나 콧물 등의 분비물을 통해 쉽게 감염되므로 인플루엔자의 예방을 위해 손 씻기기침 에티켓(휴지옷깃 등으로 입을 가리고 기침) 등 개인 위생수칙을 잘 지켜줄 것을 당부하였다.생활 속 인플루엔자 예방수칙65세 이상 노인만성질환자생후 6∼59개월 소아임신부50∼64세 연령 등 예방접종 권장대상자는 예방접종을 받습니다.자주 손을 씻고 개인 위생수칙을 잘 지킵니다.기침이나 재채기를 할 때에는 손수건이나 휴지옷깃 등으로 입을 가리는 기침 에티켓을 지킵니다.발열과 호흡기 증상(기침목 아픔콧물 등)이 있는 경우 마스크를 착용합니다.인플루엔자가 유행할 때에는 가급적 사람들이 많이 모이는 장소의 방문을 피합니다.인플루엔자 의심 증상이 있는 경우 즉시 의사의 진료를 받습니다.,2014-01-02
1213,보건복지부(장관 문형표)는 2014년부터 ‘ 치과병원에 대한 인증제’ 를 시행한다고 발표했다.의료기관 인증제는 환자 안전과 의료의 질 향상을 목표로 환자 진료체계행정관리 체계 등의 기준에 병원이 적합한지를 공식적으로 인정하는 제도이다.2010년 의료법 개정으로 의료기관평가제도가 인증제로 전환됨에 따라치과병원에 맞는 인증기준 개발을 추진하게 되었다.2011년 치과병원 인증기준 초안을 마련하고 시범사업과 연구용역 등을 거쳐 2013년에 인증기준을 확정하게 되었다.※ 붙임1 : 치과병원 인증기준 개발 경과치과병원 인증제 시행을 통해 환자안전과 의료 질 향상을 유도함으로써 국민에게 양질의 의료서비스를 제공할 수 있을 것으로 예상된다.치과병원 인증기준은 기본가치체계와 환자진료체계행정관리체계 등 202개 조사항목으로 구성되어 있다.모든 치과병원은 146개 공통지표를 적용받으며입원병상을 보유 치과병원은 56개 지표를 추가로 적용한 202개 지표를 적용받는다.주요지표별 구분을 보면기본가치체계는 환자안전직원안전환경안전질 향상운영체계 등 총 41개 항목으로환자진료체계는 진료전달체계와 평가(외래환자 초기평가구강건강교육기공물관리 등)환자진료약물관리환자권리존중 등 총 103개 항목으로행정관리체계는 경영 및 조직운영인적자원관리감염관리시설안전․의료정보관리 등 총 58개 항목으로 구성되어 있다.※ 붙임2 : 치과병원 인증기준인증제 시행과 관련한 세부내용을 살펴보면의료법 제3조제2항제3호에 따라 인증대상이 되는 치과의료기관은 총 205개소로(‘ 13.11월 기준)이중 병상이 있는 곳은 32개소이며 173개소는 병상이 없는 곳이다.치과병원 인증은 자율 신청에 의해 전문조사위원이 현장을 방문하여 평가하는 방식으로 운영하며 인증조사 결과에 따라 인증(4년 유효)조건부인증(1년 유효)불인증으로 구분 결정된다.병상유무에 따라 조사위원 3인(치과의사치과위생사 포함)이 2∼2.5일 일정으로 평가할 예정이다.치과병원의 인증비용은 현지조사 수행을 위한 직접비용과 결과분석과 사전사후관리를 위한 간접비를 포함 기관당 평균 800만원선으로 예상된다.입원병상의 유무에 따라 다소 금액차이가 있으며 병상이 있을 경우는 현지조사일 2.5일 기준으로 917만원이병상이 없을 경우는 2일 기준으로 780만원이 예상된다.이는 먼저 시행된 의료기관 병원급 단가인 최저비용을 적용했는데의료기관은 단순 병상수를 기준으로 하였으나 치과병원은 유닛체어 3대를 입원병상 1개로 산정한 만큼 각 병원별로 적정한 인증비용을 산출한 것으로 판단된다.※ 붙임3 : 인증조사 비용치과병원 인증 신청과 조사 및 사후관리 등은 ‘ 의료기관평가인증원’ 에서 수행하게 된다.인증을 원하는 치과병원은 인증원 홈페이지(www.koiha.or.kr)를 이용하여 인증원에 신청서를 제출하면 되는데접수일로부터 7일 이내 인증조사 일정을 통보받게 된다.인증원에서는 1월중 홈페이지에 세부절차 및 일정을 게시하며2월중에는 접수를 받아 인증절차를 개시할 예정이다.보건복지부는 인증기관의 경우 환자안전과 의료 질이 우수한 곳으로 인정받을 수 있는 만큼 국제적인 신뢰 확보와 병원 홍보에 유리하게 작용하며향후 외국인 환자 유치에 긍정적으로 작용하는 등 기관 경영에 도움이 될 것이라고 전망했다.또한 치과병원 인증제가 정착되면원문보기,2014-01-02
1212,보건복지부(장관 문형표)는 2010년 제정된 「국민영양관리법」에 따라 2012년 7월부터 수립되어 시행하고 있는 「제1차 국민영양관리기본계획('12∼’ 16)」의 집행현황을 중간점검하고그 결과를 발표하였다.국민의 건강증진과 만성질환의 예방을 위한 건강한 식습관 형성과 평생에 걸친 생애주기별 영양관리를 위하여 지난 2010년 9월에 「국민영양관리법」이 제정‧시행되었고동법 제7조에 따라 정부는 매 5년마다 국민영양관리기본계획을 마련하고이 기본계획에 따라 매년 시‧군‧구에서 시행계획을 수립하여 지역 특성에 적합한 식생활‧영양사업을 시행하도록 하고 있다.이에 따라 2012년 7월 「제1차 국민영양관리기본계획」이 수립되어복지부를 비롯한 식약처농식품부여성부교육부 등 6개 부처에 걸친 총 56개 과제가 확정되었으며이에 따라 각 지자체에서는 2012년부터 지역별로 식생활‧영양정책을 수립‧시행하고 있다.「국민영양관리기본계획」은 건강식생활 환경조성 및 교육‧홍보생애주기별 영양관리지원건강식생활 기반조성 등 3개 분야로 구성되어 있으며 주요한 분야별 내용은 다음과 같다.<국민영양관리기본계획 주요내용>국민영양관리기본계획 주요내용추진분야세부사업환경조성 및 교육․홍보건강식생활실천 환경조성식품 및 음식 영양정보 확인환경나트륨‧주류 및 위해가능 영양성분 섭취 저감화건강식생활 교육․홍보건강체중 인식확산 교육 및 홍보나트륨 저감화 홍보 및 캠페인생애주기별 영양관리지원임산부 및 영유아영양플러스 사업 운영임산부 철분엽산제 지원다문화가정 영양관리어린이 급식관리지원센터 확대 및 운영 내실화어린이 및 청소년지역아동센터 급식관리 체계화저소득층 어린이 과일제공사업성인- 만성질환 예방‧관리를 위한 영양관리노인노인 급식관리사업방문영양관리사업기반조성원문보기,2014-01-02
1209,문형표 보건복지부 장관은 1.3일(금) 오전 11시 의료계 신년인사회에 참석하여 의료계의 헌신과 노고를 격려하였고신년 인사를 나눈 후 의료단체장과 간담회도 가졌다.의료단체장과 간담회에는 대한의사협회 노환규회장대한병원협회 김윤수회장 등이 참석하였고원격의료투자활성화수가문제3대 비급여와 건정심 구조 등 의료계 현안에 대하여 의료계와 발전적 대화를 나누었다.문형표 장관은 신년인사회 축사를 통해 국민에게 더 좋은 의료서비스 제공을 위한 발전적인 방안 도출을 위해 허심탄회하게 의료계 현안에 대해 논의할 준비가 되어 있다고 강조하였다.이를 위해 정부의료계그리고 가입자단체가 함께 참여하는 협의체를 조속히 구성하는 방안을 제시하였으며특히원격의료는 법안이 국회에 제출되더라도 의료계와 계속 합리적인 개선방안을 논의해 나가겠다고 말하였다.또한3대 비급여 제도개선으로 인한 병원계 손실부분에 대해 건강보험 지원방향을 설정하고향후 지속적으로 병원계와 긴밀히 협의해나간다는 입장을 밝혔다.문형표 장관은 의사협회에서 예고한 집단휴진에 대해 우려를 표명하면서의료계도 극단적인 선택보다는 조속히 대화에 참여하여 합리적인 개선방안을 마련해 나가자고 당부하였다.,2014-01-03
1206,"기사 주요내용수두 예방접종 효과에 의문 제기..... 보건당국은 별다른 조치를 취하지 않아 국민 불안 가중수두 예방접종률은 95% 이상인데 반해 환자는 별로 줄지 않음.설명내용""수두백신 예방접종률은 95% 이상인데 반해 환자는 별로 줄지 않음""에 대하여수두백신은 1987년 국내에 도입2005년 정기예방접종에 포함되었고기사내용에서 분석한 환자발생 현황(2006∼2011년)은 예방접종 도입 이후의 자료로 예방접종 효과를 분석하기는 어려움.* 국내 수두백신은 4개 제조사(녹십자 55%BR바이오(중국산) 30%GSK 7%MSD 7%)에서 공급’ 13년 54만건 접종(접종률 97.8%)그러나 건강보험자료를 기준으로 볼 때 2006년 22만명에서 2011년 18만명으로 약간 감소 추세를 감안백신효과가 없다고 볼 수 없음.* 건강보험 수진건수 : 2006년(22만)2007년(24만)2008년(22만)2010년(21만)2011년(18만)또한 법정감염병 감시체계상 신고건수는 2006년 11 027명에서 2011년 36 249명으로 증가추세를 보이고 있으나 이는 2005년 7월 법정감염병으로 지정되어 지속적인 신고율 증가가 반영된 결과로 판단됨.수두백신은 일반적으로 1회 접종 시 70∼90%의 예방접종 효과를 보이고중증질환 예방효과는 90% 이상인 것으로 보고되고 있음.* 백신 접종자에게 수두가 발생하는 비율은 10∼20% 수준이나접종자의 경우 경증 임상증상 (수포 수 작음빠르게 회복합병증 낮음) 나타냄.향후 국내에서 개발중인 개량 수두백신의 평가와 관련하여 지속적으로 식약처 및 외부 전문가와 협력해 나갈 계획임.",2014-01-03
1210,2014년 국민기초생활보장사업안내 서식 중 아래 서식은 붙임 서식으로 변경되었음을 알려드리니 참고하시기 바랍니다◆ 변경서식- 사회복지서비스및 급여제공(변경)신청서 : 서식1호-공통서식별지제1호서식)- 소득재산신고서(서식2호-공통서식별지제1호의2서식)- 금융정보등(금융·신용·보험정보) 제공동의서(서식3호-공통서식별지제1호의3서식)- 복지대상자 해산급여 장제급여 지원신청서(서식5호-공통서식별지제3호서식),2014-01-03
1204,ㅇ 2014년 공공보건의료계획 수립 지침 및 제출1. 관련 : 「공공보건의료에 관한 법률」제8조(공공보건의료계획의 수립)동법 시행규칙 제4조(공공보건의료계획의 수립)2. 위 법률에 따라2014년 공공보건의료계획 수립 지침을 붙임과 같이 통보하오니 작성지침에 따라 각 공공보건의료기관은 2014년 공공보건의료계획을 수립하여 소관 행정기관의 장공공단체의 장 및 시·도지사를 거쳐 제출해 주시기 바랍니다.3.또한해당 중앙행정기관시·도에서는 소관 공공보건의료기관(소관 공공단체의 공공보건의료기관까지 포함)이 작성대상에서 누락되는 일이 없도록 조치하여주시고해당 의료기관에서 제출한 자료를 취합·검토 후 아래의 제출처,2014-01-06
1203,"국민건강보험공단(이사장 김종대)이 최근 6년간(2007∼2012년) 건강보험 진료비 지급자료를 분석한 내용에 따르면 ‘ 하지정맥류(I83)’ 로 진료를 받은 사람이 2007년 12만 명에서 2012년 14만 명으로 매년 약 3.2%씩 증가한 것으로 나타났다.여성이 남성보다 매년 2배 이상 많았고여성의 연평균 증가율도 약 3.6%로 남성(2.4%)보다 높았다.‘ 하지정맥류’진료환자 중에서 특히 40대와 50대 여성이 많았는데2012년을 기준으로 전체 여성 중에서 40대와 50대가 각각 25%29%로 전체 여성의 54%를 차지하는 것으로 나타났다.20대 여성이 전체 여성에서 차지하는 비율은 9%로 높지 않지만최근 6년간 증가율이 높은 편으로 분석되었다.여성 연령대별 ‘ 하지정맥류’진료인원을 비교하기 위해 건강보험 적용인구 100만명 당 여성 인원을 계산한 결과20대 여성은 2007년 약 2 100명에서 2012년 약 2 700명으로 매년 5.4%씩 증가한 것으로 나타났다. 이는 전체 여성의 연평균 증가율 2.7%보다 약 2배에 가까운 값이다.【 최근 6년간 인구 100만명 당 여성 ‘ 하지정맥류’진료현황(명%) 】최근 6년간 인구 100만명 당 여성 ‘ 하지정맥류’진료현황(명%)연령대’ 07년’ 08년’ 09년’ 10년’ 11년’ 12년연평균 증가율(%)전체3 354.43 416.23 696.53 845.63 629.93 840.62.7410대 이하103.3116.6131.7142.2120.5105.70.4620대2 102.32 362.32 623.52 787.62 563.42 739.75.4430대원문보기목록으로페이지 만족도 조사만족도 평가이 페이지에서 제공하는 정보에 얼마나 만족하십니까?매우만족만족보통불만족매우불만족등록정부24 개선의견일반적이고 원론적인 의견, 단순건의 사항이 아닌 정부24에서 제공하는개별서비스에 관한 창의적이고 구체적인 제도개선에 대해 의견을 주시는 국민 소통 창구입니다.의견을 주시면 소관 부처와 연계 개선해 나가겠습니다.국민 신문고법령, 제도, 절차 등 행정업무에 관한 질의 또는 설명이나 해석의 요구는 국민신문고를 이용해 ",2014-01-06
1201,얼마 전 실직한 A씨(38세여). 엎친 데 덮친 격으로 남편이 갑작스럽게 교통사고를 당해 당장 취업이 절실한 상황이지만남편 간병과 자녀(5세초3) 양육 등으로 구직에만 몰입하기 힘든 막막한 상황에 처해 있다.이전 같으면 고용센터주민센터희망케어센터를 각각 방문해 상담을 받고 정보를 구해야 하는 상황이지만‘남양주 고욕-복지종합센터’가 생긴 이후로는 한자리에서 모든 걸 끝낼 수 있다.A씨는 고용-복지 종합센터를 방문해 초기상담을 받은 결과남편과 자녀도 돌봐야 하는 가정여건상 적극적인 구직활동에 제약이 따르는 상황이라는 진단을 받았다.이러한 진단을 바탕으로 ‘복지지원팀’에서 복지서비스 종합 상담을 받은 후 남양주시 희망케어센터로 연계되어 남편 간병서비스와 아이돌보미 서비스를 받으면서 보다 안정적인 직업훈련과 구직활동이 가능하게 되었다.또한고용-복지 종합센터(실업급여 창구)에서 실업급여를 받아 생계를 유지하면서 취업을 위해 ‘수납전문가’ 교육을 받고 있다. 자격증 취득 후에는 이삿짐센터로 취업이 예정되어 있다.A씨는 처음에는 구직을 해보겠다는 단순한 생각으로 고용-복지종합센터를 찾았으나단순한 구직정보를 넘어 취업 장애요인까지 총체적으로 진단 받고고용과 복지 서비스까지 통합적으로 상담 받으면서 모든 걱정이 한 번에 해결되어 생활의 희망을 갖게 되었다.그동안 국민들이 고용과 복지 서비스를 받기 위해서는 일자리 센터·자활센터 등 관련 기관을 각각 방문해야 했으나이제는 고용·복지 종합센터󰡕 한 곳에서 해결할 수 있게 되어 국민 불편이 한결 줄어들 전망이다.안전행정부·고용노동부·보건복지부·여성가족부·경기도·남양주시는 부처간중앙-지방간 칸막이를 제거해 고용과 복지서비스를 한 곳에서 원스톱으로 제공하는 ｢남양주 고용·복지 종합센터｣를 1월 6일(월)부터 정식 개소한다고 밝혔다.지금까지는 고용 서비스와 복지 서비스가 고용센터(고용부)일자리센터(지자체)주민센터(지자체) 등에서 각각 제공되다 보니서비스가 분산되고 예산운영상 비효율이 발생한 측면이 있었다.국민들 입장에서도 자신이 원하는 서비스를 어떤 기관이 제공하는지 알기 어려웠고서비스를 받더라도 해당 기관을 각각 방문해야 해서 불편했다.이러한 문제점을 해결하기 위해 관계기관은 문제해결형 조직진단 T/F를 구성해 현장을 방문하고 국민의견을 수렴했다.이를 통해 고용센터 중심으로 일자리센터·자활센터·새일센터 등 일자리 지원기관을 모으고남양주시의 복지지원팀까지 배치해 ｢남양주 고용·복지 종합센터｣를 신설하게 된 것이다.종합센터는 직업훈련·취업지원 등 고용 서비스를 통합적으로 제공할 뿐만 아니라 복지급여 등 복지서비스와 관련한 초기상담과 신청·접수를 받아 시청·희망케어센터 등에 관련 서비스를 의뢰·연계하게 된다.앞으로상호 정보공유 및 개인별 통합사례관리취업박람회 등 공동사업 추진을 통해 기관간 비효율을 제거하고시너지 효과를 낼 수 있을 것으로 기대된다.특히지난 2013년 12월 24일 제5차 사회보장위원회에서 ‘고용-복지 연계정책 강화방안’이 확정되어고용센터가 있는 지자체는 남양주 고용·복지종합센터와 같이 고용센터 중심으로고용센터가 없는 지자체는 지자체 중심으로 고용·복지센터를 시범 구축해 운영하고올 하반기부터 단계적으로 확산해 나갈 계획이다.이 날 개소식에는 안전행정부원문보기,2014-01-06
