,내용,등록일
1789,보편지급 아동수당 1월 중순부터 신청하세요!- ‘2018년 11월 3일 ~ 11월 중순’ 출생아는 빠른 신청 권장 -- 기존 아동수당 신청했지만 탈락된 경우별도로 다시 신청할 필요 없음 -보건복지부(장관 박능후)는 소득·재산 하위 90%에 지급되던 아동수당이 ‘19년 새해부터 만 6세 미만 모든 아동으로 확대되며1월 중순부터 신청받기 시작할 예정이라고 밝혔다.「아동수당법」 개정 법률안은 지난해 12월 27일 국회에서 통과되었으며올해 1월 첫째 주 정부로 이송되고 국무회의를 거쳐 1월 중순에 공포될 예정이다.법 공포일 이후부터 보편지급되는 아동수당을 신청할 수 있다.* 법 공포일로부터 시행 전(4월 1일)에도 개정된 법에 따라 신청할 수 있음 (개정된 아동수당법 부칙 제2조)기존에 아동수당을 신청했으나 소득·재산 기준 초과로 대상에서 제외(탈락)된 아동은 법이 공포된 이후 읍면동 담당공무원이 직권으로 재신청할 예정이다.이를 통해 보호자가 다시 한 번 아동수당을 신청해야하는 번거로움이 줄어들 것으로 예상된다.반면아동수당을 한 번도 신청한 적이 없는 아동이라면 직접 신청해야 아동수당을 받을 수 있다.읍면동 주민센터에 방문하거나복지로 홈페이지(www.bokjiro.go.kr) 또는 모바일 애플리케이션(APP)을 통해 온라인으로 신청할 수 있다.* ’19.1.31 기준 만 6세 미만인 ’13.2월 이후 출생아 아동수당 신청가능‘19년 1~3월에 신청하면개정된 법이 시행되는 4월에 1~3월분을 소급하여 아동수당이 지급(4월 25일)된다.* 단‘19년에 출생한 아동은 출생월부터 소급하여 지급또한‘18년 11~12월 출생한 아동은 출생일로부터 60일 이내에 신청하면 4월에 출생한 달부터 소급하여 지급된다.법 공포일(1월 중순 예상) 이전에는 소득·재산 조사를 전제로 한 종전과 동일한 방식으로 신청해야 하므로만약 소득·재산 조사를 위한 금융조회동의 등을 원하지 않는 경우에는 법 공포일 이후 신청하면 더 간편하다다만 “‘18.11.3부터 11월 중순(법 공포일 60일 전)까지” 출생한 아동은출생일로부터 60일 이내 신청해야 소급지급 되므로 1월 중순 이전에 종전 방식으로라도 가능한 빨리 신청하는 것이 좋다.,2019-01-01
1784,기초연금저소득 어르신께 4월부터 월 최대 30만 원 지급- 기초연금 선정기준액 131만 원에서 137만 원으로 상향조정 -보건복지부(장관 박능후)는 기초연금법 개정안이 국회 본회의를 통과(’18.12.27)함에 따라‘19년 4월부터 기초연금 수급자 중 생활이 보다 어려운 어르신들을 대상으로 기초연금을 최대 30만 원까지 인상하여 지급할 것이라고 밝혔다.당초 기초연금은 ‘18년 최대 25만 원’21년 최대 30만 원으로 인상할 계획이었으나노인가구의 소득분배지표가 악화된 점을 반영하여 생활이 보다 어려운 어르신부터 단계적으로 기초연금을 조기에 인상하기로 하였다.　(｢저소득층 일자리·소득지원 대책｣’18.7.18)기초연금법 개정에 따라소득·재산 수준이 65세 이상인 사람의 하위 20%에 속하는 기초연금 수급자(약 150만 명)의 기초연금은 ‘19.4월부터 최대 30만 원으로 인상된다.* 국민연금액배우자의 기초연금 수급여부소득인정액 수준 등에 따라 기초연금액이 일부 감액될 수 있음소득·재산 수준이 65세 이상인 사람의 하위 40%70%에 속하는 기초연금 수급자의 기초연금액은 각각 ‘20년’21년 최대 30만 원으로 인상을 추진할 예정이다.아울러‘19년 1월부터 기초연금 지급대상자 선정기준액도 단독가구 기준 ‘18년 131만 원에서 ’19년 137만 원(부부가구 209만6000원→219만2000원)으로 상향 조정된다.기초연금 선정기준액은 65세 이상자 중 기초연금 수급자가 70% 수준이 되도록 설정하고 있으며전체 노인의 소득·재산 분포 및 임금지가물가상승률 등을 종합적으로 반영하여 산정된다.* 기초연금 조기인상 대상자(월 최대 30만 원)인 소득하위 20%를 선정하는 ‘저소득자 선정기준액’은 기초연금법 개정안 시행시기(4월)에 맞춰 별도로 고시할 예정선정기준액 인상을 통해 종전 단독가구 기준 소득인정액이 월 131만 원 초과 137만 원 이하에 해당하는 어르신들이 새롭게 기초연금 수급대상에 포함된다.또한’19년 최저임금 인상(’18년 7 530원→’19년 8 350원)을 반영하여 근로소득 공제액을 ’18년 84만 원에서 ’19년 94만 원으로 상향함으로써일하는 노인이 최저임금 인상으로 인해 기초연금 수급에 있어 불이익이 발생하지 않도록 하였으며기초연금 수급자와 비수급자 간 기초연금 지급에 따른 소득역전을 방지하기 위한 감액제도가 기존의 구간별 감액방식(2만 원 단위 감액단독가구 기준)에서 소득인정액에 비례하여 10원 단위로 감액되도록 개선된다.이를 통해 소득인정액 변동에 따라 급여액이 크게 변동되는 문제를 해소하고수급자와 비수급자 간 형평성이 높아질 것으로 기대된다.박능후 보건복지부 장관은 “개정안 시행 전까지 하위법령 정비를 마무리하여 4월부터 생활이 보다 어려우신 어르신 대상으로 기초연금을 인상할 수 있도록 준비하고 있으며소득하위 40%소득하위 70%에 속하는 어르신께도 단계적으로 기초연금을 인상하는 방안을 차질 없이 추진할 계획“이라고 밝혔다.,2019-01-01
1785,"장애인연금저소득 중증장애인 16만1000명에게 4월부터 30만 원으로 기초급여액 인상- ’19년 장애인연금 선정기준액 121만 원에서 122만 원으로 상향조정 -보건복지부(장관 박능후)는 장애인연금법 개정안이 국회 본회의를 통과(’18.12.27)함에 따라‘19년 4월부터 장애인연금 수급자 중 생활이 보다 어려운 ’기초생활수급자‘(생계·의료급여수급자)의 장애인연금 기초급여액*을 30만 원(현행 25만 원)으로 인상하여 지급할 것이라고 밝혔다.* 장애인연금: 「기초급여」 ＋「부가급여」기초급여 : 근로능력의 상실로 인한 소득감소를 보전하기 위한 급여부가급여 : 장애로 인한 추가 비용 보전을 위한 급여중증장애인의 소득 보장을 위해 지난해 9월 기초급여액을 25만 원으로 인상(20만9000원→25만 원)한 바 있으며추가적으로 ’21년에 기초급여액을 30만 원으로 인상할 계획*이었으나* 국회에서 장애인연금법 개정(’18.3월)을 통해 장애인연금 기초급여액을 25만 원으로 인상하면서 ’21년 30만 원으로 추가 인상하는 방안 강구할 것을 부대의견으로 채택최근 저소득층의 소득이 감소하고저소득층 중 장애인가구의 비중이 높다*는 점을 고려하여생활이 보다 어려운 기초생활수급자(생계·의료)의 기초급여액을 당초 계획보다 2년 앞당겨 조기에 인상하기로 하였다.* 저소득 가구 중 장애인 가구 비중 : (1분위) 19.1%(2분위) 10.5%이에 따라 장애인연금 수급자(약 36만5000명) 중 기초생활수급자(약 16만1000명현행 수급자의 약 44%에 해당)의 기초급여가 ’19년 4월부터 30만 원*으로 인상된다.* 배우자의 장애인연금 기초급여 수급여부소득인정액 수준 등에 따라 기초급여액이 일부 감액될 수 있음장애인연금 수급자 중 기초생활수급자를 제외한 수급자(차상위~소득하위 70%)의 기초급여액은 ’21년 30만원으로 인상을 추진할 예정이다.한편‘19년 1월부터 장애인연금 지급대상자 선정기준액도 단독가구 기준 ‘18년 121만 원에서 ’19년 122만 원(부부가구 193만6000원→195만2000원)으로 상향 조정된다.장애인연금 선정기준액은 만 18세 이상 중증장애인 중 장애인연금 수급자가 70% 수준이 되도록 설정하고 있으며전체 중증장애인의 소득·재산 분포 및 임금지가물가상승률 등을 종합적으로 반영하여 산정된다.<장애인연금 선정기준액 추이>장애인연금 선정기준액 추이 - 구분’15년’16년’17년’18년’19년으로 구성구분’15년’16년’17년’18년’19년단독가구93만 원100원문보기목록으로페이지 만족도 조사만족도 평가이 페이지에서 제공하는 정보에 얼마나 만족하십니까?매우만족만족보통불만족매우불만족등록정부24 개선의견일반적이고 원론적인 의견, 단순건의 사항이 아닌 정부24에서 제공하는개별서비스에 관한 창의적이고 구체적인 제도개선에 대해 의견을 주시는 국민 소통 창구입니다.의견을 주시면 소관 부처와 연계 개선해 나가겠습니다.국민 신문고법령, 제도, 절차 등 행정업무에 관한 질의 또는 설명이나 해석의 요구는 국민신문고를 이용해 ",2019-01-01
1783,진료 중인 의료인 보호방안 마련 추진보건복지부(장관 박능후)는 최근 강북삼성병원 정신건강의학전문의 임세원 교수 사망 사건과 관련하여고인을 추모하고향후 의료계와 함께 진료 중인 의료인 보호를 위한 법·제도적 방안을 마련하겠다고 밝혔다.고인은 생전 마음이 아픈 사람들을 걱정하고 치유과정을 함께 하면서 평소 환자를 위해 성실히 진료에 임했으며자살예방을 위한 생명지킴이 프로그램 개발에도 크게 기여하였다.보건복지부는 지난 ’19.1.1. 대한신경정신의학회와 회의를 가졌고의료인의 안전한 진료환경을 위해 개선방안을 마련하기로 했다.이 사건이 정신질환자가 위험하다는 사회적 인식으로 이어지지 않아야 하나정신과 진료 특성상 의사와 환자가 1대1로 대면하는 경우가 많다는 점에서 이를 반영한 안전관리 대책을 마련할 필요가 있다.우선 일선 정신과 진료현장의 안전실태* 파악을 추진한다.* 진료실 내 대피통로(후문) 마련비상벨 설치보안요원 배치폐쇄병동 내 적정 간호인력 유지 여부 등향후 학회와 함께 진료환경 안전 가이드라인을 마련하고이에 필요한 제도적·재정적 지원방안에 대해 협의하기로 하였다.지난 8월 보건복지부는 치료를 중단한 중증 정신질환자에 대한 지원방안*을 수립·발표하였다.* ‘중증정신질환자 지역사회 치료지원 강화 방안’(’18.8월~)지원방안의 주요 내용으로 △퇴원환자 방문 관리 시범사업 도입△‘정신과적 응급상황 대응 매뉴얼’ 발간△지역사회 정신질환자 보건-복지 서비스 연계 강화 등이 있다.또한“정신건강복지법” 개정으로 △정신의료기관에서 퇴원하는 환자의 정보를 관할 정신건강복지센터에 통보하고△지역사회 정신질환자에 대한 외래치료명령제도*를 강화하고자 한다.* 시·군·구청장이 정신의료기관의 장의 청구를 받아비자의입원 환자에 대해 퇴원의 조건으로 1년의 범위 내에서 외래치료를 의무적으로 받도록 명하는 제도현재 퇴원 정신질환자 정보 연계 관련 법안*이 국회 발의되었고외래치료명령제 활성화 법안은 발의 예정으로 국회 협의 중이다.* 강석호 의원안곽상도 의원안한편응급실 내 의료인 폭행 방지를 위한 “응급의료법 개정안”*이 ’18.12.27. 국회 본회의를 통과한 바 있으며일반 진료현장에서의 폭행 방지를 위한 “의료법 개정안”**이 국회 계류 중으로* 응급실 내 응급의료종사자 폭행 시 처벌 강화(사망 시 5년 이상 징역)폭행 등 응급의료 방해 행위에 대한 심신미약자 형 감경 배제 등** 징역형만 규정(벌금형 삭제)형량하한제심신미약자 형 감경 면제 등이와 같은 법적 장치 마련 방안에 대해서도 의료계와 함께 논의해 나갈 예정이다.,2019-01-02
1782,보건복지부국립보건연구원장 공개 모집- 1.2.(수)부터 1.17.(목)까지 지원 접수 실시 -보건복지부(장관 박능후)는 1월 2일부터 1월 17일까지 질병관리본부 국립보건연구원장을 공개 모집한다고 밝혔다.국립보건연구원장은 개방형 직위로서질병극복을 위한 연구개발(R&D)를 추진하고 보건의료 연구지원 인프라를 구축 및 운영하는 등의 업무를 수행하며최종 선발자는 고위공무원으로 임용된다.※ 근무지 : 질병관리본부(충북 청주시 흥덕구 오송생명2로 187)응모방법은 응시원서이력서 등 관련서류를 1월 17일까지 인사혁신처 나라일터(www.gojobs.go.kr)를 통해 온라인 접수하거나온라인 접수가 곤란한 경우에는 인사혁신처 개방교류과(☎044-201-83598360e-mail : mpmocs@korea.kr)로 방문이메일등기우편으로 제출이 가능하다.※ 방문·우편접수 : (우 30102) 세종특별자치시 한누리대로 499 세종포스트빌딩 인사혁신처 개방교류과(중앙선발시험위원회)응시와 관련한 세부사항은 나라일터 및 인사혁신처 홈페이지(www.mpm.go.kr공지사항)에서 확인할 수 있다.,2019-01-02
1781,새해에 달라지는 우리 지역 응급의료기관- 3년 주기 재지정 최초 실시하여 2019~2021년 응급의료기관 401개소 지정 -보건복지부(장관 박능후)는 2019년 1월 1일부터 전국의 권역응급의료센터지역응급의료센터지역응급의료기관 등 법정 응급의료기관이 새롭게 지정(2019~2021년)되어 운영 중이라고 밝혔다.「응급의료에 관한 법률」 개정(’15.1월) 이후 처음으로 실시된 응급의료기관 재지정 제도는 응급의료기관의 역량을 강화하고 응급의료서비스 질 향상을 유도하기 위하여 3년마다 응급의료기관을 지정하는 제도이다.* (응급의료에 관한 법률 제31조의3) 보건복지부장관 및 시·도지사시장·군수·구청장은 3년마다 해당 지정권자가 지정한 모든 응급의료기관을 대상으로 다음 각 호의 사항을 반영하여 재지정하거나 지정을 취소할 수 있다.각 종별 응급의료기관 지정권자는 기존 응급의료기관을 포함하여 지정을 희망하는 의료기관의 신청을 받아시설·장비·인력 등 법정기준 충족 여부와 운영실적 및 운영계획의 적정성을 평가하여 향후 3년간(2019.1.1. ~ 2021.12.31.) 응급의료기관으로 운영될 의료기관을 지정하였다.응급의료기관 재지정절차는 권역응급의료센터지역응급의료센터지역응급의료기관 순으로 진행되었으며특히 권역응급의료센터와 지역응급의료센터는 전문평가위원단을 구성하여 운영실적 및 운영계획에 대한 현장·서면평가를 실시하였다.< 2019~2021년 응급의료기관 재지정 추진 일정 >2019~2021년 응급의료기관 재지정 추진 일정 - 구분권역응급의료센터지역응급의료센터지역응급의료기관으로 구성구분권역응급의료센터지역응급의료센터지역응급의료기관지정권자보건복지부장관시·도지사시장·군수·구청장신청·평가기간’18. 7. 2. ~ 8. 31.’18. 9. 17. ~ 10. 26.’18. 11. 12. ~ 12. 7.지정결정’18. 9. 7.까지’18. 11. 2.까지’18. 12. 14.까지2019~2021년 응급의료기관으로 최종 지정된 곳은 401개소로2018년 12월과 동일하였으나 종별 간에 일부 변동이 발생하였다.보건복지부장관이 지정하는 권역응급의료센터는 35개소원문보기,2019-01-02
1779,노인일자리 2019년 10만 개 확대총 61만 개 운영- 1월 중순부터 시작되므로 일자리 참여 신청 서둘러야 -<주요 변경 사항>노인일자리 제공량을 ‘18년도 51만 개에서 61만 개로 10만 개 확대공익활동에 기초연금 수급권자 참여 부족 시 60-64세 신청 가능(차상위계층 우선)1월에 조기 시작하고 수당 등도 당월에 지급보건복지부(장관 박능후)는 노인들의 4고(苦)(빈곤·고독·질병·무위) 완화에 효과가 큰 ‘노인일자리 및 사회활동 지원’ 사업을 양적으로 대폭 확대하고일자리의 질도 개선하여 ‘19. 1월부터 조기에 실시한다고 밝혔다.‘19년 노인일자리 사업은 기존 ’공익활동‘의 질적 개선을 위해 신설된 사회서비스형* 일자리 2만 개 등을 포함하여 ’18년 51만 개에서 10만 개가 확대된 61만 개가 제공된다.* 지역아동센터장애인시설과 같은 등 취약계층 지원 등 사회적 수요가 있고 기여도가 높은 활동을 ‘사회서비스 일자리’화 하여 최소 월 60시간 기준 54만 원(주휴수당 등 별도) 지급** 소요예산 : 지방비 포함 총 1조6487억 원(국비 8 220억 원지방비 8 268억 원)’19년 노인일자리 사업은 참여 노인들을 더욱 배려하기 위하여 사업 시작시기수당 및 임금 지급시기참여자격 완화 등을 일부 개선하였다.첫째사업 시작 시기는 ’18년까지는 대부분 3월경이었으나 ‘19년에는 안전사고 우려가 상대적으로 적은 실내 공익활동 및 시장형 사업단을 중심으로 1월부터 실시한다.이를 통하여 연초 명절부터 저소득 노인의 소득공백이 완화될 것이라고 하였다.둘째공익활동 신청자(만 65세 이상 기초연금 수급권자) 부족 시 60∼64세(차상위계층 우선*)도 참여를 할 수 있으며공익활동에 참여를 하지 못하더라도 시장형 사업단 참여 신청 시에는 가점을 받을 수 있게 된다.* 읍면동 주민센터에서 발급이는 소득 하위계층의 절대 다수가 60세 이상인 점을 고려하여 60~64세 차상위계층에 대하여 일자리 참여 기회를 더 많이 제공하기 위한 것이다.셋째종전에는 공익활동 또는 근로를 한 다음달 5일까지 수당이나 임금을 지급하던 것을 당월 말일 이내에 지급하도록 하였다.사업 시작시기가 예년보다 앞당겨 짐에 따라 참여자 모집기간이 대부분 1월 10일 이전에 마감이 될 수 있으므로 노인일자리 참여희망자는 서둘러서 신청할 것이 권장된다.신청창구 등 노인일자리 사업에 대한 정보는 각 지자체 노인일자리 담당부서거주지 인근 시니어클럽노인복지관노인취업지원센터 등 노인일자리 수행기관에도 문의하면 도움을 받을 수 있다.한편한국보건사회연구원 등 연구 결과에 따르면노인일자리 사업은 노인의 소득증대뿐만 아니라 건강증진을 통한 의료비 절감노인의 고독감 완화자존감 향상 등 부가적 효과가 있는 노인종합복지 성격이 있다.* 참여 노인이 미 참여 노인에 비해 의료비 지출은 약 85만 원 적게 지출(‘16년기준)우울수준은 3.2 낮음(15점 기준)전체 비용-편익비는 1.65(‘노인일자리 정책효과 분석’2017)보건복지부 양성일 인구정책실장은 “노인일자리 사업의 빠른 시행을 통하여 연초 보다 많은 저소득 어르원문보기,2019-01-03
1778,제3대 한국의료분쟁조정중재원장에 윤정석 전(前) 소비자분쟁조정위원장 임명- 법조·행정·의료 등 다양한 분야의 경험을 두루 갖춘 인물 -보건복지부(장관 박능후)는 1월 3일자로 제3대 한국의료분쟁조정중재원장에 윤정석 전(前) 소비자분쟁조정위원장을 임명했다고 밝혔다.윤 원장은 1958년생으로 성균관대 법학과를 졸업하고1985년부터 검사를 시작(제22회 사법시험)으로 법조계에 몸담은 인물이다.대검찰청 검찰연구관서울지방검찰청 부장검사대구지방검찰청 포항지청장 등 법조계 주요 보직 및 한국소비자원 소비자분쟁조정위원장을 역임한 바 있다.특히소비자분쟁조정위원장 직무 수행 시 매년 약 800여 건의 의료분쟁사건을 처리하였으며주요결정사례를 의료분쟁조정사례집으로 발간하는 등 의료분쟁 사건에 대해서도 이해가 깊은 것으로 알려져 있다.보건복지부는 신임 원장이 다양한 법조·행정·의료 경험을 바탕으로 환자의료인과 소통하고 신뢰받는 의료분쟁 조정·중재 시스템을 정착시킬 것으로 기대한다고 밝혔다.이번 신임 원장 임명은 관련 법령에 따라 공개모집 후 임원추천위원회가 주관한 서류면접심사를 거쳐 보건복지부장관이 임명하게 되며임기는 3년이다.,2019-01-03
1777,환자 피폭선량 줄이기 위한 노력선량계산 프로그램으로 시작하세요!전산화단층촬영(CT) 시 환자 피폭선량 및 유효선량 계산 프로그램 통한 환자 피폭선량 관리 기반 마련의료기관에서 환자 피폭선량 확인 가능함으로써 의료방사선 안전관리 강화 유도질병관리본부(본부장 정은경)는 의료기관에서 환자 피폭선량을 관리하고줄여 나갈 수 있도록정책연구사업을 통해 CT 촬영에 대한 환자 선량계산 프로그램인 ALARA*-CT를 마련**했다고 밝혔다.* ALARA 원칙: 방사선 피폭을 합리적으로 달성 가능한 가장 낮은 수준(As Low As Reasonably Achievable)으로 유지해야 한다는 방어 원칙** 소아 등 환자 CT 방사선 피폭선량 평가프로그램 개발(연구책임자: 경희대학교 김광표 교수)이번 정책연구를 통해기존 CT 선량계산 프로그램에 적용 가능한 CT 모델을 확대(52종→102종)하고적용 가능한 환자를 연령대별(0세1세5세10세15세성인)로 확대하였다.질병관리본부는 대한의사협회 등 관련 단체 및 학회를 대상으로 ALARA-CT를 배포하여환자 피폭선량을 확인하여 환자 피폭선량을 낮추고자 노력할 수 있도록 프로그램의 적극 활용을 요청할 계획이다.ALARA-CT는 환자가 CT 촬영으로 받는 방사선량을 계산하는 프로그램으로장치에서 단순히 발생되는 방사선량이 아닌 실제 환자가 받는 피폭 영향을 반영하는 유효선량을 제공*한다.* 유효선량(Effective dose): 인체 장기·조직별 상이한 방사선 민감도를 고려하여 인체에 대한 방사선의 영향을 나타내는 선량 값또한 환자 촬영부위를 선택할 때 참고용 선택부위 CT영상을 함께 제공하고엑셀 및 텍스트 변환 기능을 제공하는 등 사용자 편의성을 높였으며환자 피폭선량 관리 및 관련 연구 등에 활용도가 높을 것으로 기대한다.질병관리본부는 환자 의료방사선 피폭선량 관리기반 마련을 목표로CT 뿐 아니라 다른 방사선 영상검사에 대해서도 환자 피폭선량 평가 프로그램을 마련해 나갈 예정이다.* 일반촬영 방사선 피폭선량 평가프로그램 개발 연구 수행 중(2018년 3월~2019년 1월) 및 치과촬영 피폭선량 평가프로그램 개발 연구 수행 예정(2019년 2월~12월)질병관리본부 관계자는 “환자 피폭선량 저감을 위해서는 의료현장에서 방사선을 실제 다루는 의료인의 인식 함양이 필수적이며이는 질병관리본부에서 제공한 선량평가 프로그램을 적극 활용하는 것에서부터 시작될 수 있다”고 밝혔다.* ALARA-CT 프로그램은 질병관리본부 홈페이지의 ‘정책·사업>질병예방>의료방사선>의료방사선 관련자료>방사선가이드라인’에서 내려 받을 수 있음<붙임> ALARA-CT 화면 설명,2019-01-03
1776,“저소득 노인의 사회활동 참여기회 확대 및 활동비 조기 집행 추진”(‘1월 3일자 조선일보 “이 추위에 노인이 골목 청소? 쫓기듯 시작하는 일자리 사업”)보건복지부는 ‘노인일자리 및 사회활동 지원’ 사업중 ‘실내 공익활동’에 한하여 ’19. 1월부터 조기에 실시하여 연초 저소득 노인의 사회활동 참여기회 확대 및 소득공백을 줄이기 위해 노력하고 있음을 설명드립니다.기사 주요내용노인 일자리사업(공익활동)의 경우사업기간이 9개월로 정해져 있어 조기에 시작하더라도 실질적 소득은 같음에도 그 간 3월부터 시작했던 것과 달리 1월부터 시작하도록 함으로써 ‘조삼모사’라는 비판과 함께 참여노인의 낙상 등 안전사고가 우려됨설명 내용보건복지부는 노인일자리 사업의 공익활동 중 ‘실내공익활동’에 한하여 1월중순부터 조기에 실시토록 하였으며실외활동에 대해서는 2월 중순부터 실시토록 하였습니다.이는 정부의 ‘일자리 및 사회간접자본(SOC) 조기 집행 계획’뿐만 아니라 명절이 포함되는 등 동절기에 노인이 경제적 어려움을 더 크게 느낄수 있다는 점을 고려하여 사회활동 참여기회 확대와 함께 활동비 조기 지급을 통해 소득공백을 완화하기 위함입니다.한편참여노인의 안전사고 예방을 위해 ①공익활동 등을 포함한 모든 일자리 사업에 있어서 안전에 관한 교육을 최소 3시간 이상(활동시간에 포함) 실시하고②혹한기(12~2월)와 혹서기(7~8월)에는 월 30시간의 활동시간을 20시간으로 단축하여 탄력적으로 운영할 수 있도록 하고 있습니다.,2019-01-03
