,내용,등록일
1399,"건강보험 거짓청구 요양기관 28개소 명단 공표‘17.1.1.부터 6개월간 보건복지부 홈페이지 등에 공고거짓청구기관 명단공표: 거짓청구 금액이 1,500만원 이상이거나 요양급여비용 총액 대비 거짓청구 금액 비율이 20%이상인 요양기관 명칭·대표자 등을 정부 홈페이지 등에 6개월 동안 공고하는 제도보건복지부(장관 정진엽)는 ‘17.1.1. 보건복지부 홈페이지 등에 건강보험 요양급여비용을 거짓으로 청구한 요양기관의 명단을 공표하였다.이번에 공표된 요양기관은 총 28개 기관으로 의원 13개, 한의원 11개, 치과의원 2개, 한방병원 1개, 약국 1개이며, 공표내용은 요양기관 명칭, 주소, 대표자 성명(법인의 경우 의료기관의 장), 위반행위 등이다.공표방법은 보건복지부(www.mohw.go.kr), 건강보험심사평가원(www.hira.or.kr), 국민건강보험공단(www.nhis.or.kr), 관할 특별시․광역시․도․특별자치도와 시․군․자치구 및 보건소 홈페이지에 2017.1.1.~2017.6.30.까지 6개월 동안 공고한다.이들 요양기관은 실제 환자를 진료하지 않고도 진료한 것처럼 속이는 방법 등으로 건강보험심사평가원에 요양급여비용을 거짓 청구한 기관으로 거짓청구 금액이 1,500만 원 이상이거나 요양급여비용 총액 대비 거짓청구 금액의 비율이 20% 이상인 기관들이다.이중 A요양기관은 비급여대상 시술 비용을 전액 환자에게 부담시키고도 다른 상병으로 진료한 것처럼 허위 기재 후 진찰료 등의 명목으로 292백만 원을 청구하였으며, B요양기관은 실시하지 않은 시술료와 해외출국으로 내원할 수 없는 환자에 대한 진찰료 명목 등으로 81백만 원을 청구하여 편취한 경우다.※ ‘16.3월〜‘16.8월말까지 업무정지 또는 과징금처분을 받은 253개 요양기관 중 공표심의위원회의 심의·의결을 거쳐 명단공표가 확정된 28개 기관의 총 거짓청구금액은 약 1,243백만 원임건강보험 공표제도는 ‘08.3.28. 국민건강보험법 개정에 따라 도입된 제도로서공표 대상기관은 관련 서류 위․변조로 요양급여비용을 거짓청구하여 행정처분을 받은 요양기관 중「건강보험공표심의위원회」의 심의․의결을 거쳐 결정되며,대상자에게 공표 대상임을 사전 통지하여 20일 동안 소명기회를 부여하고, 진술 의견이나 제출된 자료에 대하여 건강보험공표심의위원회의 재심의를 거쳐 최종 확정하였다.※ 건강보험공표심의위원회 구성* 소비자단체 1인, 언론인 1인, 변호사 1인, 의·약계 3인, 국민건강보험공단 1인, 건강보험심사평가원 1인, 보건복지부 1인으로 구성(총 9명)보건복지부는 향후 거짓․부당청구 의심기관에 대한 현지조사를 더욱 강화하고 적발된 기관에 대해서는 행정처분을 엄격히 집행할 계획이며,특히 거짓청구기관에 대해서는 업무정지 등 처분 외에 형사고발 및 별도의 공표처분을 엄중하게 시행해 나가겠다고 밝혔다.* 거짓청구기관 공표 횟수 및 주기: 연 2회(상․하반기 각 1회), 6개월<참고자료>거짓청구 요양기관 공표제도공표대상 요양기관 현황거짓청구 사례거짓․부당청구 요양기관 행정처분 제도2016년 요양기관 현지조사·처분 추진 실적<별첨자료> 2017년 상반기 공표대상 요양기관 명단(28개소)",2017-01-01
1395,보건복지부는 “종합소득 3 600만원 넘는 직장인 건보료 확 늘어난다” 관련하여 다음과 같이 해명합니다.☞ 1월 3일자 서울경제 가판 기사 관련기사 주요내용직장가입자 보수 외 소득 보험료 부과대상이 연간 7 200만원 초과에서 내년 3 600만원‘20년 3 000만원 ‘22년 2 000만원 초과로 강화피부양자도 종합소득이 위 기준을 넘으면 지역가입자로 전환설명내용보도된 기사내용은 사실과 다릅니다.현재기획단에서 논의된 개편안을 바탕으로 세부적인 검토와 부처협의를 진행 중이며 아직 정부 개편안이 확정되지 않았습니다.정부 개편안이 확정되면1월 중순 이후 기자단 설명회 및 공청회 등을 통해 공론화할 예정입니다.,2017-01-02
1398,경기 포천시 고양이 고병원성 AI 확진에 따른 AI 방역조치 및 인체감염 예방 수칙경기 포천시 소재 가정집에서 폐사한 채로 발견된 집고양이 수컷 1마리(12.25일)와 길고양이 새끼 1마리(12.26일)에 대하여12.31일 농림축산검역본부는 고병원성 H5N6형 AI로 최종 확진함< 경기 포천 고양이 고병원성 확진 경과 >12.2526일 경기 포천 소재 가정집에서 집고양이 수컷(12.25)와 길고양이 새끼 1마리(12.26) 폐사한 채로 발견되어 12.26 주인이 경기도에 신고경기도 북부동물위생시험소의 검사 결과 AI 바이러스로 의심됨에 따라 12.30일 농림축산검역본부에 시료를 송부하고 농림축산검역본부가 시료접수와 질병관리본부에 동 사실 알림12.30일 농림축산검역본부 역학조사팀 현장 도착 및 역학조사.질병관리본부경기도포천시보건소양주시보건소 공동대응12.30일 농림축산검역본부 H5N6형 AI 바이러스 확인12.31일 농림축산검역본부 고병원성 H5N6형 AI 확진(기 조치사항) 농림축산검역본부와 질병관리본부는 12.30일 AI 감염의심 고양이 폐사체 건을 확인 즉시다음의 예방적 조치 시행함< 농림축산검역본부 >신고자 거주지 소독 등 방역 조치를 실시하고신고 이전 들고양이(새끼1)매장 장소에 대한 소독 등 방역 조치감염경로 역학조사 및 신고자의 다른 반려동물(개 2마리)*시료를 채취하여 정밀검사하는 한편 해당 동물을 거주지 내 격리 조치폐사체로 발견된 2마리(집고양이 수컷 1들고양이 새끼 1)에 대해 12.31일 고병원성 H5N6형 AI로 확진* 상기 폐사한 2마리 이외 폐사한 들고양이 새끼 1마리(12.27일)와 포획한 들고양이 4마리(어미 1마리새끼 3마리) 시료를 접수(12.31일)하여 정밀검사 중* 들고양이 4마리는 경기도 북부동물위생시험소에 격리 (격리중 어미 1마리 폐사)경기도로 하여금 주변 길고양이 포획 및 정밀 검사토록 조치< 질병관리본부 >고양이 사체 접촉자를 파악하여 항바이러스제 투약 등 AI 인체감염 예방조치를 시행하였음관할 보건소를 통한 접촉자 조사 시행 결과고양이 주인 등 10명의 접촉자와 해당지역에서 고양이 포획 작업을 수행한 경기도 동물위생시험소 직원 2명 등 12명을 고위험군으로 분류고위험군 분류된 12명에 대해 항바이러스제를 투약하였고계절인플루엔자 백신접종 확인 후 미접종자에 대해 접종 실시하였으며최대 잠복기인 10일간 증상 발생 여부를 집중 모니터링 할 중임12.31일 현재까지 고위험군 12명 중 발열·기침·인후통 등 증상을 보이는 사람은 없음(고양이 H5N6 감염관련) 질병관리본부는 중국에서 H5N6 AI에 감염된 고양이가 발견된 바는 있으나H5N6 AI에 감염된 고양이로부터 사람이 감염된 사례는 아직까지 보고된 적은 없어 고양이로부터의 인체감염 위험은 매우 낮지만 대국민 예방 수칙 준수 홍보 등 인체감염 예방조치를 시행할 계획임원문보기,2017-01-02
1393,장애인 자동차 주차가능 표지 교체1.2∼2.28 집중교체9.1부터 기존 표지 사용 시 과태료 부과사각형의 장애인 자동차 주차가능 표지가 원형 모양의 노란색(본인운전용)과 흰색(보호자운전용)으로 구분되어 새롭게 교체된다.보건복지부(장관 정진엽)는 1.2일부터 2.28일까지 2달간 장애인 자동차 주차가능 표지를 집중교체한다.현재 주차가능 표지를 보유하고 사용 중인 경우 교체기간 중 거주지 읍·면·동센터에 방문하여 재발급 받으면 된다.집중교체기간이 종료되더라도 8월까지는 홍보·계도기간으로 기존 표지를 병행 사용할 수 있고표지 교체도 지속해 나갈 예정이다.9.1부터는 새로운 표지가 전면 적용됨에 따라 기존 사각형의 주차가능 표지는 사용할 수 없으며기존 표지를 사용하여 장애인 주차구역에 주차 시 10만원의 과태료가 부과된다.기존(사각형본인·보호자용 동일) → 변경(휠체어형상화한 원형본인·보호자용 색상 구분)보건복지부는 표지 교체에 따른 장애인의 불편을 덜어드리고자 장애인 본인 외 가족 등이 대리 신청할 수 있도록 하였다.표지를 교체하기 위해서는 장애인 본인이나 가족 등이 대리신청 시 기존에 사용하던 주차가능 표지를 반드시 반납하여야 한다.이와 함께고속도로 통행료나 주차료 감면 시 혼란방지를 위해 교체되는 표지를 전국 고속도로 영업소공영주차장유료도로 관리기관 등에 안내하여 민원발생을 최소화하였다.* 주차불가 표지도 표기내용이 일부 변경되어 교체를 원할 경우 교체할 수 있으나기존표지로도 통행료·주차료 감면은 계속해서 받을 수 있음특히일선 단속현장의 혼란을 방지하기 위해 국가 유공자 자동차 표지도 새로운 장애인 자동차 표지의 모양·색상과 동일하게 변경하여 교체될 수 있도록 국가보훈처와 협조를 추진 중에 있다.새로운 표지는 기존 사각형의 표지와 직관적인 구분이 쉽도록 휠체어를 형상화한 원형으로 변경하여그간 위·변조 등 음성적으로 사용되던 주차표지 사용 차단에 도움이 될 것으로 기대된다.이와 함께비닐 재질의 표지 코팅지에 정부상징문양의 홀로그램 표식을 도입하여 위·변조를 방지하는 개선효과도 기대된다.* 코팅지 접착후 제거 시 표지 표기내용이 훼손되어 정상 표지와 구분 용이보건복지부 관계자는 “이번 표지 교체는 2003년 이후 처음 실시되는 것으로그간 표지 부당사용 등에 따른 교체 요구가 꾸준히 제기되어 왔음을 고려했다”고 하면서“표지 교체를 계획하고 진행하면서 장애인단체 및 지자체 담당자 등의 의견을 폭넓게 수렴하고진행상황을 공유하는 등 소통과정을 거쳐 문제발생 요인을 최소화하여 추진하였다”고 말했다.<붙임> 장애인 자동차 표지 교체 개요,2017-01-03
1389,인플루엔자 증가세 주춤예방수칙은 계속 철저히!!인플루엔자 유행 감소세로 전환그래도 예년보다 높은 수준 안심하긴 일러예방접종과 항바이러스제 투여로 효과적 예방·치료 가능개인위생수칙은 지속 준수백신제조사일선의료기관 ‘백신수급 핫라인’ 통해유료용 백신수급 차질없이 진행 중항바이러스제 유통상황 지속 점검 중정부비축예정분 시중 공급 등 수급 원활질병관리본부(본부장 정기석)는 인플루엔자 표본감시결과외래환자 1 000명당 인플루엔자 의사환자수*가 2016년 50주(12.4.~12.10.) 34.8명51주(12.11.~12.17.) 61.8명52주 (12.18~12.24.) 86.2명에서 53주(12.25.~12.31.) 64.2명(잠정치)으로 예년에 비해 높은 수준이나감소세로 돌아섰다고 밝혔다.* 인플루엔자 의사환자: 38℃이상의 갑작스러운 발열과 더불어 기침 또는 인후통을 보이는 환자현재 유행하고 있는 인플루엔자 바이러스는 계절인플루엔자의 하나인 A/H3N2형으로유전자 분석결과 올해 백신주와 항원성이 유사*하여 예방접종이 효과가 있고항바이러스제에 대한 내성도 없어 효과적인 치료**가 가능하다고 설명하였다.* 2016-2017절기 권장백신에 포함된 A/Hong Kong/4801/2014(H3N2)-like virus와 유사** 인플루엔자 증상 시작 48시간 이내에 항바이러스제를 투약할 경우 인플루엔자 바이러스 전파력 및 이환기간을 줄이고 증상을 완화시킬 수 있음질병관리본부 관계자는“인플루엔자 의심증상이 나타나면 의료기관에서 진료를 받고또 전파방지를 위해 마스크 착용사람들이 많이 모이는 장소 방문 피하기 등 개인위생수칙을 철저히 준수*해 줄 것”을 강조하면서* ☞ [붙임2] “생활 속 인플루엔자 예방수칙” 참조“아직까지 예방접종을 받지 않은 만성질환자임신부 등 고위험군이나학생직장인 등 접종희망자의 경우 인플루엔자 예방접종을 받을 것”을 당부했다.질병관리본부는 지금이라도 예방접종을 받으면현재 유행중인 A형 인플루엔자와 함께 향후 추가적으로 유행이 예상되는 인플루엔자(B형 바이러스)*도 예방 가능하다고 설명했다.* B형 바이러스 감염에 의한 증상은 비교적 A형 인플루엔자보다 가볍지만(경증)주로 이듬해 봄철(4∼5월)까지 유행이 길게 지속되는 특징이 있음한편 질병관리본부는 민간의료기관에 대한 유료용 백신의원활한 공급을 위해 백신공급자(제조사)와 수요자(일선 의료기관)를 연결하는“백신수급 핫라인*”을 운영(’16.12.28∼)중에 있다고 밝히며* ☞ [붙임3] 8페이지 (Q7)“인플루엔자 백신수급 핫라인” 연락처 참조지난 12월 28일 핫라인 가동 이후로 의료기관에서 약 400여 건의 백신 추가공급 요청이 있었고1만6천도즈에 대해 긴급 배송이(’16.12.28.∼’17.1.1.) 이뤄졌다고 설명했다.질병관리본부 관계자는“현재병의원에서 인플루엔자 유행 이후 접종수요 감소에 따른 반품 우려로 추가 백신구매를 망설이는 상황이지만의료기관에서 제조사 핫라인으로 직접 요청할 경우 소량이라도 필요한 양만큼 즉시 추가공급이 가능”하다고 밝혔다.* 지난해 국내에 생산된 인플루엔자 백신은 총 2 200만 도즈(도즈: 1회 접종분)로이 중 약 800만 도즈는 국가무료접종사업 및 지자체 구매분으로 계획대로원문보기,2017-01-03
1392,정진엽 장관대한노인회 신년인사 방문보건복지부 재능나눔은행 기부금(1천만원)을 독거노인 지원 위해 써달라고 당부정진엽 보건복지부 장관은 1. 3(화) 오전 대한노인회를 방문하여 대한노인회장(이심) 및 임원들과 신년인사를 나누면서‘이신위본(以信爲本)’어르신들께서 정부에 보내주신 신뢰를 기억하며 2017년 노인 보건복지 정책을 추진하겠다고 약속했다.2017년 주요 노인 보건복지 정책 추진과제는 다음과 같다.기초연금 소득인정액을 인상(100만원→119만원)함으로써 기초연금 신규 수급자가 약 18만명 증가할 예정이다.지역사회 일차의료 시범사업의 내실 있는 추진으로 동네의사가 교육과 상담으로 어르신들이 혼자서는 관리하기 어려운 고혈압․당뇨 등 만성질환의 관리를 돕도록 할 계획이다.복지부는 ’17년 노인일자리를 확대(’16년 41.9만개 → ’17년 43.7만개)하고12년간 동결되었던 공익활동 수당을 인상(20만원→22만원)하였으며노인일자리 사업이 실질적인 노인소득 인상으로 연결될 수 있도록 시장형사업단 및 고령자친화기업*을 활성화하고기업연계형 일자리 사업*을 신규로 추진하여 어르신들의 민간 취업 기회를 확대하고7대 유망서비스업*에 대한 시니어 인턴십* 지원을 확대하는 등 어르신들의 근로역량 제고를 위한 노력을 지속할 계획을 밝혔다.* (시장형사업단) 실버카페반찬가게 등 제품 제조․판매․서비스제공 등 사업을 통해 수익 창출(연 200만원 사업비 지원)* (고령자친화기업) 노인 적합업종 분야 내노인 다수 고용기업 설립시 최대 3억원 사업비 지원* (기업연계형 일자리) 기업과 함께 노인일자리 창출 모델을 개발하고필요시 관련 설비․서비스 등을 지원* (7대 유망서비스업) 보건의료․관광․콘텐츠․교육․금융․물류․소프트웨어업* (시니어 인턴십) 민간기업 인턴기회(3개월) 제공 후 계속 고용 유도노인성질환으로 돌봄이 필요한 어르신을 위해 노인장기요양서비스 수혜대상을 지속적으로 확대하는 한편방문요양-간호 통합서비스 시범사업을 통해 어르신들이 가정에서 종합적인 서비스를 받으실 수 있도록 기반을 마련하고어르신을 가정에서 모시고 있는 가족에게 돌봄 기술을 전수하고부양부담으로 지친 심신을 격려하는 가족상담지원 시범사업도 실시한다.고령화시대 치매어르신 증가에 대응하여 치매환자와 가족을 위한 정책도 지속 추진할 예정이다.경로당 운동교실을 통해 생활습관을 개선하고보건소의 치매 조기검진을 통한 치매 발병 위험을 사전적으로 관리하고치매정밀검진검사(신경인지검사 CERAD-KSNSB)의 건강보험 급여적용(6월)치매가족 상담수가 도입(12월)을 통해 치매가족의 부담을 경감하며치매환자와 가족을 위한 여행서비스 지원(여행바우처)으로 치매가족의 여가생활도 보장할 계획이다.독거 노인가구 증가에 대응하여 전화와 방문으로 정기적으로 안부를 확인가사․일상생활지원 등을 하는 노인돌봄서비스 대상자를 확대(25.7만명→26.6만명)하고가스누출․화재 등 응급상황 발생시 홀로 계시는 어르신의 안전을 지켜낼 수 있도록 응급안전알림서비스를 지속 제공할 예정이다.노인학대 예방과 재발방지를 위해 학대 행위자의 노인시설 운영과 취업을 제한하고학대가 발생한원문보기,2017-01-03
1387,보건복지부는 'AI 살처분 참여자 등에 대해 항바이러스제의 6주 이상 투약에 대한 안전성과 유효성' 문제가 제기되어 다음과 같이 설명합니다.☞ 1월 3일자 중앙일보 등 기사 관련기사 주요내용질병관리본부가 타미플루 투약기간을 6주 이상 연속복용 금지에서 1주 이상 휴약 후 다시 6주 투약할 수 있다는 지침변경에 대해 다수 언론에서 안전성과 유효성 등의 문제를 제기- 중앙 “타미플루 투약기간 6주 → 12주 연장AI 방역 인력 감염 우려”- 동아 “AI 예방약 투약기간 倍로 늘려 안전성 논란”- 세계 “타미플루 투약 허용기간 ‘6주 → 12주’ 변경 논란”- YTN “임상시험도 없이..타미플루 투약기간 2배로 늘려”설명내용투약기간에 따른 안전성- 타미플루의 안전성(부작용)에 대해서는 식약처 허가사항에 “면역장애 환자에서 인플루엔자 유행 기간 중 예방을 위하여 최대 12주까지 안전성이 확보되었다”고 명시되어 있으며주요 연구에서 타미플루 예방요법의 안전성에 대한 근거를 제시하고 있습니다.- 건강한 성인 대상으로 16주간 예방요법으로 타미플루를 투여하여 안전성을 확인(Journal of Antimicrobial Chemotherapy2012)- 의료인 대상 예방적 타미플루 12주 이상 복용한 그룹과 백신을 접종 그룹 간 인플루엔자 예방 효과 유사(Influenza and other respiratory viruses2011)- 면역저하자 대상 12주 예방적 타미플루 투여에서 안전성 확인(Antiviral Therapy2012)AI 예방에 대한 효과성- 타미플루의 AI에 대한 예방 효과가 임상 시험 등으로 증명된 바는 없으나타미플루는 AI 치료제이며인플루엔자에 대한 예방 효과가 있고약물의 안전성이 확립된 점을 고려하여전문가 의견수렴을 통해 AI 예방 목적으로 6주까지만 연속 복용을 허용하고 1주 이상 약물을 중단한 후 다시 6주까지를 복용하도록 하되누적하여 12주를 넘지 않도록 안내하였습니다.※ 타미플루는 식약처 허가사항에서 인플루엔자 A 및 인플루엔자 B 바이러스 감염증의 예방에 대한 유효성은 75mg 1일 1회 투여시 6주까지 증명되어 있고복용하는 동안 예방 효과가 지속된다고 명시장기간 항바이러스제 투약시 내성 가능성- 인플루엔자에 감염된 환자에게 항바이러스제를 오남용할 경우에는 내성이 발생할 수는 있지만바이러스에 감염되지 않은 사람에 대한 예방적 투여는 내성의 위험을 증가시킬 우려는 낮습니다.※ 우리나라에서 현재 유행하고 있는 H5N6 AI 바이러스에 대한 유전자 분석 결과타미플루에 대한 내성은 없는 것으로 확인원문보기,2017-01-04
1381,보건복지부 차관겨울철 홀로 계시는 어르신 찾아어르신들의 안전한 겨울나기를 살피고 애로사항 청취방문규 보건복지부 차관은 1. 4.(수) 오후 4시서울특별시 마포구 소재 독거노인 돌봄사업 수행기관 및 독거노인 댁을 방문하여 겨울철 홀로 계시는 어르신들의 안전과 돌봄을 살펴보았다.* 마포 어르신돌봄통합센터 및 독거노인(김○○92세) 댁 방문이 날 방문규 차관은 독거노인 돌봄사업을 수행하는 복지기관을 먼저 방문하여 어르신 안전을 확인하고 필요한 복지지원을 연계하는 종사자들을 격려하고현장의 애로사항을 청취하였다.또한고령에 홀로 계시는 어르신 댁을 방문하여 따뜻하고 안전한 겨울을 나시도록 직접 살펴보고정부와 지자체민간기업이 함께어르신들의 안전한 겨울나기를 위해 더욱더 노력해나가겠다고 말했다.방문규 차관은 “보건복지부는 지난 11월 ‘동절기 독거노인 보호대책’을 수립하여 어르신들의 안전을 지속적으로 살펴보고 있다.”면서 사회적으로 많은 관심을 가져줄 것을 당부하였다.<붙임1> 주요 독거노인 돌봄사업 개요<붙임2> 동절기 독거노인 보호대책,2017-01-04
1379,"보건복지부는 「울산에서 인간광우병 의심사례 발생... 보건당국역학조사」기사에 대해 다음과 같이 해명합니다.☞ 1월 4일자 연합뉴스 기사 관련기사 주요내용’17.1.4. 연합뉴스에서 ‘울산에서 인간광우병 의심사례 발생’보도해명내용해당 기사에 보도된 사례는 산발성 크로이츠벨트-야콥병(CJD) 사례로 ‘광우병’으로 불리는 변종 CJD와는 무관합니다. 따라서인간 ‘광우병이 의심되는 사례 발생’은 사실과 다릅니다.* CJD는 4가지로 분류됩니다. 1. 산발성CJD2. 가족성CJD3. 의인성CJD4. 변종CJD(일명 광우병으로 불림)* CJD는 지속적으로 발생하여 왔음<표> ’11-’16년도 국내 크로이츠펠트-야콥병 환자 발생 현황’11-’16년도 국내 크로이츠펠트-야콥병 환자 발생 현황년도계산발성가족성의인성변종CJD계2101931610201117151102012191810020133428600원문보기목록으로페이지 만족도 조사만족도 평가이 페이지에서 제공하는 정보에 얼마나 만족하십니까?매우만족만족보통불만족매우불만족등록정부24 개선의견일반적이고 원론적인 의견, 단순건의 사항이 아닌 정부24에서 제공하는개별서비스에 관한 창의적이고 구체적인 제도개선에 대해 의견을 주시는 국민 소통 창구입니다.의견을 주시면 소관 부처와 연계 개선해 나가겠습니다.국민 신문고법령, 제도, 절차 등 행정업무에 관한 질의 또는 설명이나 해석의 요구는 국민신문고를 이용해 ",2017-01-04
1384,정진엽 장관의료계․약업계와‘대화와 소통’강조1월 4일 의료계․약업계 신년인사회 참석정진엽 보건복지부장관은 1월 4일(수) 의료계와 약업계 신년인사회에 참석하여협력과 노고에 감사를 전하고신년 계획을 밝혔다.지난해 정부와 의료계가 함께 힘을 모아 국민의 의료비 부담을 대폭 줄였으며감염병 위험으로부터 국민을 지켜 내는 성과가 있었다고 말했다.지난 4년간(‘12~’16) 암·심장·뇌혈관·희귀난치질환의 4대 중증질환과 선택진료·상급병실·간호간병을 말하는 3대 비급여에 대한 보장성 강화로 국민 의료비 부담을 총 2조 6 000억원 줄였으며* 12세 이하 아동에 대한 국가예방접종을 A형간염 등 6종을 추가하여 총 16종으로 확대(2016년)국가의 보건수준에 치명적 위협이 되는 항생제 내성문제에 대처하기 위해“국가 항생제 내성 관리 대책”을 마련하였다.올해에는 감염관리실 설치대상 병원 확대(’17.4월)항생제 적정사용 및 감염예방 지침 개발(’17.9월) 등을 적극 추진하여 감염에 대한 불안 해소 및 안전한 의료 환경을 조성하겠다고 말했다.약업계 신년인사회에서는 지난해 보건산업분야 수출의 괄목할만한 성과(98억 달러약 11조원)를 언급하며우리나라가 세계를 선도하는 보건의료 강국이 되도록 앞으로 정밀·재생의료 투자 강화제약산업 육성 등을 지원하겠다고 말했다.또한국민의 안전을 위한 의약품정보의 확인과 의약품의 유통투명성 강화를 위한 의약품 일련번호제도 등이 안착되도록 하겠다고 설명했다.마지막으로정 장관은 의료계와 약업계의 의견을 경청하여보건의료인들이 일선현장에서 겪는 불편과 애로사항을 개선해 나가겠다고 강조하며건강보험『요양기관 현지조사 지침』을 전면 개정하여 올해부터 더 합리적이고 보편타당한 요양기관 현지조사가 이루어 질 수 있도록 하고『전문가 평가제 시범사업』을 통해 의료인들의 자율성을 제고하고 의료서비스의 질을 높여나가며수도권과 지방의 불균형한 의료격차를 해소하기 위한 필수의료 및 응급의료 체계 강화취약지‧취약계층 중심 ICT 의료서비스 제공 등 국민 중심의 보건의료 체계를 구축하겠다고 말했다.,2017-01-04
