,내용,등록일
1154,"154쪽217쪽 내용중정부양곡 할인지원 중 정부양곡 판매가격('12년 기준)을 당초 ""40 160원의 50% 수준""을""43 040원의 50%"" 수준으로20kg 1포대 ""20 000원""을 20kg 1포대를""21 500원""으로수정하니 업무에 참고하시기 바랍니다.아울러 10kg은 7.8월에 1인가구만 신청 가능함을 알려드립니다문의: 민생안정과(2023-8232)",2013-01-02
1148,22012년 사회서비스 제공기관 평가 결과 발표지역사회서비스투자사업 분야 우수 제공기관 101개소 선정보건복지부(장관 임채민)와 한국보건복지정보개발원(원장 이봉화)은 ’2012년 사회서비스 제공기관 평가결과’를 발표하고 최우수 기관 38개소우수기관 63개소의 명단을 복지부 홈페이지에 공개하였다.이번 평가는 지역사회서비스투자사업 중 문제행동아동 조기개입 서비스(아동‧청소년 심리지원서비스)아동건강관리서비스노인맞춤형운동처방서비스 등 3개분야* 357개소를 대상으로 실시하였으며대구 학산종합사회복지관을 비롯한 상위 10% 기관은 최우수기관으로10~30%에 해당하는 기관은 우수기관으로 선정되었다.(평가대상기관) 문제행동아동 조기개입 서비스(266개소)아동건강관리서비스(59개소)노인맞춤형운동처방 서비스(32개소)사회서비스 품질평가는 ‘10~’11년 시범사업*에 이어 올해 2월 시행된 「사회서비스 이용 및 이용권 관리에 관한 법률」에 따라 본격적으로 추진되었으며지역사회서비스투자사업에 대한 평가는 올해 처음 실시되었다.* (‘10) 산모신생아도우미(’11) 가사간병방문도우미노인돌봄서비스품질평가는 공통지표(기관운영인적관리이용자영역서비스 제공) 4개영역과 개별 서비스별 지표 및 이용자 만족도 등 총 6개 영역을 종합평가하는 것으로제공기관을 대상으로 한 현장평가와 이용자 설문을 통해 진행된 만족도 평가가 병행되었다.종합평가결과 노인맞춤형 운동처방의 평균이 84.08점으로 가장 높았고다음으로 문제행동아동 조기개입서비스(82.25점)아동건강 관리(73.84점)순으로 나타났다.동일한 사업을 수행하는 기관들 사이에도 편차가 존재하여 사업별․기관별로 지속적인 품질관리가 필요한 것으로 나타났는데특히문제행동아동 조기개입서비스의 경우 기관간 최대 편차가 59.72점으로 제공기관의 서비스 품질 표준화를 위한 노력이 필요한 것으로 나타났다.서비스 품질 표준화사업대상기관수평균점수최고최저편차문제행동아동266개원문보기,2013-01-02
1153,강추위 속계절인플루엔자 주의 당부손씻기기침예절 등 개인위생 준수생활 속 인플루엔자 예방수칙① 노약자만성질환자 등 예방접종 권장대상자는 예방접종을 받는다.② 자주 손 씻기양치질하기 등 개인 위생수칙을 잘 지킨다.③ 기침이나 재채기를 할 때에는 손수건이나 휴지 등으로 입을 가리는 기침 에티켓을 지킨다.④ 발열과 호흡기 증상(기침목 아픔콧물 등)이 있는 경우 마스크를 착용한다.⑤ 인플루엔자가 유행할 때에는 가급적 사람들이 많이 모이는 장소의 방문을 피한다.⑥ 인플루엔자 의심 증상이 있는 경우 즉시 의사의 진료를 받는다.질병관리본부(본부장 전병율)는 향후 계절인플루엔자의 증가 추세가 예측됨에 따라인플루엔자 예방을 위하여 ‘손씻기’‘기침예절 지키기’ 등과 같은 개인위생 수칙 준수를 당부하였다.질병관리본부에서 운영하고 있는 ‘인플루엔자 표본감시(KISS)’와 ‘인플루엔자 및 호흡기바이러스 실험실 감시사업(KINRESS)' 의 자료 분석에 의하면주간 인플루엔자 표본감시 결과 51주(2012.12.16~12.22) 인플루엔자의사환자 (ILI) 분율은 2.8명으로 유행기준(4.0명/외래환자 1 000명) 보다 낮은 수준이나 50주(2012.12.9~12.15) 2.7명에 비해 증가하였으며실험실감시 결과 36주에 대전지역에서 인플루엔자 바이러스(A/H3N2형) 1주가 확인된 바 있다.또한 51주에 강원(2건)대전(2건)경남(1건) 지역에서 5건의 바이러스가 검출되어총 10건의 인플루엔자바이러스가 확인되었다(H3N2형 3건A(H1N1)pdm09형 7건).2011-2012 절기에 검출되지 않았던 A(H1N1)pdm09형 바이러스가 대전전남경남강원 등 전국적으로 확인되었다.※ A(H1N1)pdm09형 바이러스는 현재 미주 지역에서 주로 검출되고 있으며중국에서도 검출이 보고되고 있다.3건의 바이러스 (H3N2형 2건A(H1N1)pdm09형 1건) 유전자 분석에 의한 항바이러스제 내성 특성을 분석한 결과 아만타딘 내성타미플루 감수성으로 확인되었다.인플루엔자는 급성 호흡기 감염 질환으로 우리나라의 경우 통상 12월~1월 사이에 1차 유행이 있고다음해 3~4월에 2차 유행이 발생하며급성 호흡기 감염 질환으로 환자의 기침이나 콧물 등의 분비물을 통해 쉽게 감염이 일어나므로 예방을 위해 손 씻기 등 개인 위생수칙과 기침 에티켓(휴지옷깃 등으로 입을 가리고 기침)을 잘 지켜야 한다.또한“65세 이상 노인만성질환자생후 6~59개월 소아 및 임신부 등” 인플루엔자 우선접종 권장대상자는 감염시 폐렴 등 합병증 발생 위험이 높아지므로 아직까지 예방접종을 실시하지 않은 대상자에 대한 예방접종을 적극 권장하면서건강한 청소년 및 성인은 우선접종 권장대상자는 아니나 감염으로 인한 학습 및 직무 공백이 발생 할 수 있으므로 이를 최소화하기 위해 자율적으로 접종이 가능하다고 밝혔다.※ [붙임]2. 인플루엔자 예방접종 개요 참고.※ 보건소의원문보기,2013-01-02
1151,2013년 새해 보건복지부 예산 41조 673억원으로 최종 확정2013년 새해 보건복지부 예산안이 1월 1일(화) 국회 본회의 의결을 통해 최종 확정되었음국회 심의 과정에서 49개 사업 8 736억원 증액되고 16개 사업 △6 404억원이 감액되어 2 332억원이 순증됨증감 내역 및 주요 사업증감 내역 : 순증 2 332억원(증액 8 736억원(49건)감액 △6 404억원(16건))예산: 증액 8 630억원(40건)감액 △6 301억원(10건)기금: 증액 106억원(9건)감액 △102억원(6건)주요 증액사업영유아보육료 +4 359억원→ 0~2세 전 계층 지원가정양육수당 +2 538억원→ 0~5세 전 계층(0세 20만원1세 15만원2~5세 10만원)어린이집 지원 +252억원→ 교사근무환경개선비(월 10→12만원) 등어린이집 기능보강 +125억원→ 국공립 신축 12→75개소장애인활동지원 +615억원→ 최중증 장애인 급여시간 확대방과후돌봄 +11억원→ 지역아동센터 운영비 인상(415→420만원)노인단체 지원 +294억원→ 경로당 냉․난방비(난방비 277억원냉방비 16억원)보호자 없는 병원(신규) +100억원→ 시범사업시스템 통합적 항암신약개발(R&D) +40억원한의약산업 육성 +50억원→ 서울 약령시 한방산업 진흥센터지역거점병원 공공성 강화 +12억원→ 홍성의료원 +10억원김천의료원 +2억원주요 감액사업건강보험가입자 지원 △3 194억원→ 보험료율 인상률 4.5→1.6%공교 국가부담금 보험료 △195억원→ 보험료율 인상률 4.5→1.6%의료급여 △2 824억원→ 미지급금 △2 224억원재정절감 △600억원교육급여 △66억원→ 지원대상 283→252천명이에 따라 ‘13년 복지부 총지출 규모는 당초 정부안(40조 8 341억원) 대비 2 332억원 증가하였으며’12년 대비(36조 6 928억원) 4조 3 745억원(11.9%)이 증원문보기,2013-01-02
1147,2013년도 사회서비스이용권 제공계획 수립·시행6대 전자바우처사업 제공계획 공고(’12.12.31)보건복지부(장관 임채민)는 사회서비스이용권을 통한 사업의 원활한 추진 및 이용자의 서비스 이용 편의를 도모하고자 “2013년도 사회서비스이용권 제공계획”을 지난 12.12.31일 공고하였다.동 계획은 「사회서비스 이용 및 이용권 관리에 관한 법률」 제5조에 따라 매 년도 말까지 수립·공표해야 하는 계획으로서사회서비스이용권을 통한 사업의 추진방향세부 사업의 종류와 내용발급기준예산서비스 제공방법 및 절차 등을 포함하고 있다.6개 사업의 총 예산은 ’12년 5 839억원에서 ’13년 6 800억원으로 증가했으며 대상자도 435천명에서 442천명으로 확대될 예정이다.또한 기존의 장애아동재활치료서비스는 ’12.9월 제정·시행된 장애인아동복지지원법에 따라 발달재활서비스로 명칭이 변경된다.[’13년도 사회서비스이용권 사업 예산 및 대상자 규모](단위 : 백만원명)2013년도 사회서비스이용권 사업 예산 및 대상자 규모대상 사업예산(국비)대상자계680 068442 312노인돌봄종합서비스66 26832 200장애인활동지원서비스368 08852 210발달재활서비스57 74342 000가사간병방문서비스17 7528 890산모신생아방문서비스29 07464 656원문보기,2013-01-03
1146,"2013년도 국민기초생활보장사업안내(추가 수정)를 공지하니 업무에 참고하세요추가 수정내용○ p39~p41 '13년 부양능력 판정기준표(재산금액 기준): 수정○ p43~p44 '13년 부양의무자 재산기준 특례 판정기준표(재산금액 기준): 수정○ p70 소득재산 공적자료 종류 및 통보주기 중 ""기타소득-공적이전소득-보훈처 보훈대상자 명예수당은미연계되어 삭제○p 81 상시근로자 소득 중 장애인 근로자에 대한 행복e음에 의한 공적자료 반영 내용 포함(추가)○p 98 재산가액 공적자료 산정기준에 있어 조합원입주권분양권은 미연계로 삭제",2013-01-04
1145,『자궁근종』진료환자의 절반 가량이 40대2011년도 건강보험 진료인원 28만5 544명⇒ 40대 13만6 689명으로 전체의 47.9% 차지최근 5년‘60세 이상’진료인원 연평균 14.7%↑인구10만명당 10.2%↑국민건강보험공단(이사장 김종대)에 따르면 최근 5년(2007~2011년)동안 ‘자궁근종(D25)’에 대한 건강보험 진료비 지급자료를 분석한 결과진료인원은 2007년 22만9 324명에서 2011년 28만5 544명으로 연평균 5.6% 증가하였으며10만명당 진료인원도 2007년 968명에서 2011년 1 167명으로 연평균 4.8% 증가하였다.총진료비는 2007년 865억원에서 2011년 1 081억원으로 연평균 5.7% 증가하였으며공단부담금도 2007년 650억원에서 2011년 801억원으로 연평균 5.4% 증가하였다.표 1. 연도별 ‘자궁근종’ 건강보험 진료현황(단위: 명백만원 %)연도별 ‘자궁근종’ 건강보험 진료현황연도진료인원인구 10만명당진료인원총진료비공단부담금연평균 증가율5.64.85.75.42007229 32496886 46165 0072008<원문보기,2013-01-07
1144,급성출혈성결막염 감염 주의 당부질병관리본부(본부장 전병율)는 전국 80개 의료기관을 대상으로 한 안과감염병 표본감시체계를 통해 집계된 눈병환자수를 분석한 결과환자수 및 기관 당 보고환자수가 증가하고 있어 급성출혈성결막염의 예방을 위한 각별한 주의가 요구된다고 밝혔다.2012년 12월 23일~12월 29일(제52주) 동안 보고된 환자수가 338명(보고기관 당 환자수 5.1명)으로 이전 4주간 보고된 평균 환자수(205.25명)보다 64.68% 증가하였다.급성출혈성결막염의 증가현황을 구체적으로 살펴보면연령별로는 0-9세 연령군이 27.8%로 가장 많이 차지하였고30-39세 19.2%40-49세 15.7% 순으로 나타났다.유행성 눈병은 주로 집단생활을 많이 하는 아동 및 청소년과 직장인층에게 특히 많은 발생을 보였다.이를 지역별로 살펴 보면 5개 지역(서울대구광주경기충북) 에서 환자 수 증가 양상을 나타냈는데특히 대구광주충북 지역에서 급격한 증가양상을 보이고 있다.아울러 유행성 눈병인 급성출혈성결막염은 예년 동절기보다 높은 유행을 보이고 있으며특히 동계 방학 동안 캠프 등의 집단생활 등을 통해 확산될 가능성이 있어 주의가 요구되므로 걸리지 않도록 손씻기 등 개인위생을 철저히 할 것을 당부하였다.특히 학교유치원어린이집과 직장 등 단체생활시설에서는 급성출혈성결막염을 위한 개인위생 수칙 준수와 이상 증상이 나타날 경우는 조기에 진료를 받도록 당부하였다.급성출혈성결막염 감염예방 수칙비누를 사용하여 흐르는 수돗물에 손을 자주 씻도록 한다.손으로 얼굴특히 눈 주위를 만지지 않도록 주의한다.수건이나 개인 소지품 등을 다른 사람과 함께 사용하지 않는다.눈에 부종충혈이물감 등이 있을 경우에는 손으로 비비거나 만지지 말고 안과 전문의의 진료를 받는다.안질환에 걸린 환자의 경우는 증상완화 및 세균에 의한 이차감염 또는 기타 합병증 예방을 위하여 안과 치료를 받도록 한다.환자는 전염기간(약 2주간)동안에 놀이방유치원 및 학교 등은 쉬고사람들이 많이 모이는 장소 등은 피하도록 한다.,2013-01-08
1143,비급여 진료비 비교정보한 곳에서 확인 가능심사평가원한국소비자원 홈페이지에 공개건강보험심사평가원(원장 강윤구)과 한국소비자원(원장 정대표)은 비급여 진료비 가격비교 정보를 1월 9일(수) 홈페이지에 공개한다.이번에 공개하는 비급여 항목은 일반인들이 관심을 갖는 비용인 △상급병실료차액 △초음파진단료 △양전자단층촬영료(PET) △캡슐내시경검사료 △교육상담료 △제증명수수료 등 6개 항목으로 대상기관은 전국 44개 상급종합병원이다.비급여 진료비용은 의료법 제45조에 따라병원급 이상 홈페이지를 운영하는 의료기관의 경우 각 병원별로 홈페이지에 고지하도록 되어 있다. 그러나 항목 분류 및 명칭이 다양하여 일반인이 쉽게 찾고이해하기 어렵게 되어 있어 보건복지부는 현행 고지방법을 표준화하기 위한 지침개정을 추진 중이다.심사평가원과 한국소비자원은 2012년 3월부터 각 의료기관의 비급여 진료비용에 대해 시범조사를 하였으며정부 및 의료기관의 의견을 수렴한 뒤 공개할 세항목을 정하여 10월 25일 기획재정부보건복지부한국소비자원심사평가원 등의 기관장이 참석한 물가관계장관회의에서 최종 공개키로 확정하였다. 지난 12월 11일에는 상급종합병원을 대상으로 「비급여 가격공개 방안 설명회」를 개최하여 가격공개방안을 설명하고시범 조사한 자료에 대한 해당 의료기관의 확인을 거쳐 이번에 심사평가원과 소비자원 홈페이지에 공개하게 되었다.이번 조사결과 상급병실료차액의 경우 상급종합병원에 따라 1인실은 최소 8만원에서 최대 48만원까지 6배2인실은 최소 5만원에서 최대 21만5천원까지 4.3배 차이를 보였다. 또한영상의학과에서 실시한 초음파진단료의 경우 갑상선 부위는 최소 9만원에서 최대 20만2천원까지 2.2배유방은 최소 7만4천9백원에서 최대 21만3천원까지 2.8배 차이가 나는 것으로 나타났다.심사평가원은 의료소비자인 국민의 알권리 보장 및 의료기관 선택 시 도움 되는 비급여에 대한 가격비교 정보를 찾기 쉽도록 구현하였으며앞으로 소비자원과 협력하여 부가가치 있는 병원정보 등을 융합하여 종합적인 의료정보서비스를 제공할 계획이다. 또한올 상반기 중에 MRI임플란트 등까지 공개항목을 늘리고올 하반기에는 대상기관도 상급종합병원에서 종합병원까지 확대할 예정이다.※ 비급여진료비 가격비교 확인: 심사평가원 홈페이지(www.hira.or.kr) / 정보 / 비급여진료비 정보,2013-01-08
1142,보건복지부는 피부양자 인정을 위한 금융소득 기준을 하향 조정하는 방안을 현재까지 검토한 바 없음을 밝힘.☞ 1월 8일자 SBS 8시뉴스 “금융소득종합과세중산층에 ‘세금폭탄’ 예고”“건강보험료 새 기준에 금융사 창구 문의 빗발” 보도 관련기사 주요내용소득세법 개정으로 금융소득종합과세 기준액이 2 000만원으로 낮아지면서 기존에 피부양자로 등록되어 건보료를 내지 않던 금융소득 2 000만원 초과인 건보가입자의 경우직장건강보험 피부양자 자격이 박탈되고 지역가입자로 전환되어 보험료가 부과됨해명내용소득세법 개정으로 건강보험의 피부양자 기준이 당연히 변경되는 것은 아니며건강보험법령의 별도 개정이 필요한 바현재까지 소득세법 개정에 따라 피부양자 자격을 변경할 지에 대하여 결정된 바 없음을 밝힘보건복지부 대변인,2013-01-08
